x,y,z,e
f1000(u32),f1000(u32),f1000(u32),f1000(s64)
124.808,88.530,1.450,1859.362
124.437,88.699,1.450,1859.375
125.650,89.912,1.450,1859.430
125.523,89.988,1.450,1859.434
125.275,90.075,1.450,1859.443
124.064,88.864,1.450,1859.497
123.675,89.015,1.450,1859.510
124.773,90.113,1.450,1859.559
124.236,90.115,1.450,1859.576
123.283,89.162,1.450,1859.619
122.890,89.309,1.450,1859.632
123.699,90.118,1.450,1859.669
123.162,90.120,1.450,1859.686
122.480,89.439,1.450,1859.716
122.297,89.495,1.450,1859.722
122.196,89.693,1.450,1859.729
122.794,90.291,1.450,1859.756
128.164,87.227,1.450,1859.756
128.267,87.097,1.450,1859.757
128.108,87.090,1.450,1859.758
129.476,86.431,1.450,1859.758
129.528,86.395,1.450,1859.758
129.696,86.355,1.450,1859.759
132.220,82.975,1.450,1859.759
132.664,83.419,1.450,1859.780
132.687,83.628,1.450,1859.786
132.820,84.120,1.450,1859.803
132.098,83.398,1.450,1859.835
131.856,83.701,1.450,1859.848
134.598,86.443,1.450,1859.972
134.356,86.746,1.450,1859.984
131.614,84.004,1.450,1860.109
131.371,84.306,1.450,1860.121
134.115,87.050,1.450,1860.245
133.948,87.258,1.450,1860.254
133.327,86.807,1.450,1860.279
131.129,84.609,1.450,1860.378
130.887,84.912,1.450,1860.391
132.221,86.245,1.450,1860.451
131.687,86.092,1.450,1860.469
131.497,86.066,1.450,1860.475
130.645,85.214,1.450,1860.514
130.402,85.517,1.450,1860.526
130.915,86.030,1.450,1860.549
130.388,86.047,1.450,1860.566
130.039,85.699,1.450,1860.582
132.762,82.568,1.450,1860.582
132.756,82.418,1.450,1860.583
132.800,82.247,1.450,1860.584
133.140,81.061,1.450,1860.584
133.198,80.850,1.450,1860.586
133.141,80.664,1.450,1860.588
133.092,80.511,1.450,1860.589
135.114,75.011,1.450,1860.589
134.457,74.354,1.450,1860.619
134.333,74.483,1.450,1860.625
134.191,74.572,1.450,1860.631
134.187,74.635,1.450,1860.633
135.047,75.494,1.450,1860.672
135.202,76.200,1.450,1860.695
134.147,75.145,1.450,1860.744
134.084,75.633,1.450,1860.760
135.357,76.906,1.450,1860.818
135.410,77.147,1.450,1860.826
135.421,77.386,1.450,1860.834
135.405,77.505,1.450,1860.837
134.021,76.120,1.450,1860.901
133.941,76.591,1.450,1860.916
135.272,77.922,1.450,1860.977
135.207,78.043,1.450,1860.982
135.046,78.247,1.450,1860.990
133.852,77.053,1.450,1861.045
133.742,77.493,1.450,1861.059
134.803,78.554,1.450,1861.108
134.560,78.862,1.450,1861.121
133.629,77.931,1.450,1861.163
133.513,78.366,1.450,1861.178
134.317,79.169,1.450,1861.215
134.073,79.477,1.450,1861.227
133.379,78.782,1.450,1861.259
133.235,79.189,1.450,1861.273
133.830,79.784,1.450,1861.300
133.587,80.092,1.450,1861.313
132.950,79.455,1.450,1861.342
134.735,73.788,1.450,1861.342
134.840,73.667,1.450,1861.343
134.877,73.829,1.450,1861.344
135.043,72.278,1.450,1861.344
135.196,71.973,1.450,1861.347
138.639,69.136,1.450,1861.347
137.872,68.369,1.450,1861.382
137.410,68.459,1.450,1861.397
138.327,69.377,1.450,1861.440
137.893,69.496,1.450,1861.454
136.890,68.492,1.450,1861.500
136.545,68.502,1.450,1861.511
136.319,68.475,1.450,1861.519
137.470,69.626,1.450,1861.572
137.082,69.791,1.450,1861.585
135.615,68.324,1.450,1861.653
135.297,68.237,1.450,1861.664
134.655,67.916,1.450,1861.687
136.730,69.992,1.450,1861.782
136.493,70.127,1.450,1861.791
136.395,70.209,1.450,1861.795
134.276,68.091,1.450,1861.893
134.440,68.807,1.450,1861.917
136.093,70.460,1.450,1861.993
135.820,70.740,1.450,1862.005
134.604,69.524,1.450,1862.061
134.767,70.240,1.450,1862.085
135.559,71.033,1.450,1862.122
135.346,71.372,1.450,1862.135
134.705,70.731,1.450,1862.164
134.052,67.271,1.450,1862.164
133.857,67.112,1.450,1862.166
133.166,66.090,1.450,1862.166
132.963,65.832,1.450,1862.168
133.012,65.908,1.450,1862.168
133.116,65.961,1.450,1862.169
133.012,65.908,1.450,1862.169
132.850,65.846,1.450,1862.171
132.700,65.789,1.450,1862.172
132.266,62.608,1.450,1862.172
131.593,61.935,1.450,1862.206
131.515,61.879,1.450,1862.209
130.383,61.323,1.450,1862.253
132.220,63.160,1.450,1862.345
132.401,63.938,1.450,1862.373
129.209,60.746,1.450,1862.531
128.864,60.577,1.450,1862.545
128.780,60.599,1.450,1862.548
128.713,60.708,1.450,1862.552
128.735,60.870,1.450,1862.558
132.582,64.717,1.450,1862.749
132.724,65.328,1.450,1862.771
132.669,65.307,1.450,1862.773
132.662,65.325,1.450,1862.774
132.551,65.283,1.450,1862.778
131.032,63.764,1.450,1862.854
131.737,64.811,1.450,1862.898
132.084,65.413,1.450,1862.922
132.349,65.678,1.450,1862.935
128.589,60.227,1.450,1862.935
128.439,60.155,1.450,1862.936
128.468,60.312,1.450,1862.937
127.526,59.136,1.450,1862.937
127.476,59.086,1.450,1862.938
127.398,58.927,1.450,1862.939
123.069,56.765,1.450,1862.939
122.734,56.847,1.450,1862.941
121.450,56.758,1.450,1862.941
121.188,56.663,1.450,1862.943
119.532,55.907,1.450,1862.943
120.574,56.949,1.450,1862.990
120.322,57.169,1.450,1863.001
120.239,57.155,1.450,1863.004
118.862,55.778,1.450,1863.066
118.071,55.405,1.450,1863.094
117.900,55.357,1.450,1863.099
119.613,57.071,1.450,1863.176
119.011,57.011,1.450,1863.196
117.350,55.350,1.450,1863.271
117.152,55.404,1.450,1863.277
116.956,55.498,1.450,1863.284
118.424,56.966,1.450,1863.350
117.864,56.947,1.450,1863.368
116.589,55.672,1.450,1863.425
116.222,55.847,1.450,1863.438
117.332,56.956,1.450,1863.488
116.800,56.966,1.450,1863.505
115.856,56.022,1.450,1863.548
115.489,56.197,1.450,1863.561
116.292,57.001,1.450,1863.597
115.795,57.045,1.450,1863.613
115.122,56.371,1.450,1863.643
114.755,56.546,1.450,1863.656
115.471,57.262,1.450,1863.688
114.276,56.917,1.450,1863.688
113.882,56.698,1.450,1863.691
113.750,56.740,1.450,1863.691
114.078,56.737,1.450,1863.694
112.487,56.847,1.450,1863.694
112.152,56.765,1.450,1863.697
122.716,55.450,1.450,1863.697
122.976,55.400,1.450,1863.697
123.229,55.326,1.450,1863.697
123.473,55.226,1.450,1863.697
126.268,53.985,1.450,1863.697
127.197,54.914,1.450,1863.738
127.032,55.285,1.450,1863.751
126.206,54.458,1.450,1863.788
126.019,54.807,1.450,1863.800
126.891,55.679,1.450,1863.839
126.782,56.105,1.450,1863.853
125.816,55.140,1.450,1863.896
125.674,55.349,1.450,1863.904
125.586,55.445,1.450,1863.908
126.715,56.574,1.450,1863.958
126.699,56.684,1.450,1863.962
126.717,57.112,1.450,1863.975
125.329,55.724,1.450,1864.037
125.151,55.917,1.450,1864.045
125.057,55.988,1.450,1864.049
126.787,57.717,1.450,1864.126
126.918,58.258,1.450,1864.144
127.004,58.471,1.450,1864.151
124.751,56.217,1.450,1864.251
124.424,56.426,1.450,1864.263
126.408,58.410,1.450,1864.352
125.375,57.912,1.450,1864.388
124.078,56.616,1.450,1864.446
123.682,56.755,1.450,1864.459
124.705,57.778,1.450,1864.504
124.705,57.778,1.450,1861.004
123.682,56.755,1.450,1860.317
124.078,56.616,1.450,1860.117
124.879,57.417,1.450,1859.579
124.879,57.417,1.450,1859.504
124.879,57.417,1.650,1859.504
123.737,58.800,1.650,1859.504
115.368,68.939,1.650,1859.504
114.944,68.939,1.650,1859.504
111.453,73.681,1.650,1859.504
111.453,73.681,1.650,1864.504
114.425,78.828,1.650,1864.691
114.296,78.951,1.650,1864.696
113.737,78.567,1.650,1864.718
113.444,78.326,1.650,1864.730
112.905,77.794,1.650,1864.753
112.433,77.202,1.650,1864.777
112.034,76.558,1.650,1864.801
111.715,75.869,1.650,1864.825
111.482,75.150,1.650,1864.848
111.398,74.781,1.650,1864.860
111.336,74.407,1.650,1864.872
111.283,73.731,1.650,1864.893
111.395,73.698,1.650,1864.897
114.636,78.952,1.650,1864.897
120.585,78.952,1.650,1865.084
120.629,79.121,1.650,1865.089
120.186,79.342,1.650,1865.105
119.835,79.486,1.650,1865.116
119.112,79.709,1.650,1865.140
118.366,79.844,1.650,1865.164
117.610,79.890,1.650,1865.188
116.854,79.844,1.650,1865.211
116.109,79.709,1.650,1865.235
115.744,79.608,1.650,1865.247
115.385,79.486,1.650,1865.259
114.694,79.178,1.650,1865.283
114.592,79.121,1.650,1865.286
114.621,79.010,1.650,1865.290
120.796,78.828,1.650,1865.290
123.768,73.681,1.650,1865.476
123.938,73.731,1.650,1865.482
123.885,74.407,1.650,1865.503
123.823,74.781,1.650,1865.515
123.633,75.514,1.650,1865.539
123.355,76.221,1.650,1865.563
122.997,76.886,1.650,1865.586
122.561,77.505,1.650,1865.610
122.054,78.068,1.650,1865.634
121.777,78.326,1.650,1865.646
121.484,78.567,1.650,1865.657
120.925,78.951,1.650,1865.679
120.840,78.869,1.650,1865.682
123.769,73.436,1.650,1865.682
120.795,68.284,1.650,1865.869
120.919,68.162,1.650,1865.874
121.334,68.436,1.650,1865.890
121.632,68.666,1.650,1865.902
122.187,69.182,1.650,1865.926
122.677,69.759,1.650,1865.949
123.095,70.393,1.650,1865.973
123.433,71.069,1.650,1865.997
123.571,71.421,1.650,1866.009
123.784,72.148,1.650,1866.032
123.908,72.896,1.650,1866.056
123.936,73.273,1.650,1866.068
123.938,73.390,1.650,1866.072
123.827,73.420,1.650,1866.075
120.582,68.163,1.650,1866.075
114.639,68.163,1.650,1866.262
114.597,67.991,1.650,1866.267
115.209,67.698,1.650,1866.289
115.564,67.565,1.650,1866.300
116.294,67.364,1.650,1866.324
117.043,67.251,1.650,1866.348
117.802,67.228,1.650,1866.372
118.554,67.296,1.650,1866.395
118.927,67.364,1.650,1866.407
119.657,67.565,1.650,1866.431
120.012,67.698,1.650,1866.443
120.624,67.991,1.650,1866.464
120.596,68.105,1.650,1866.468
120.507,68.540,1.650,1866.468
123.404,73.557,1.650,1866.650
120.507,78.575,1.650,1866.831
114.714,78.575,1.650,1867.013
111.817,73.557,1.650,1867.194
114.714,68.540,1.650,1867.376
120.447,68.540,1.650,1867.556
120.289,68.917,1.650,1867.556
122.968,73.557,1.650,1867.724
120.289,78.198,1.650,1867.892
114.931,78.198,1.650,1868.060
112.252,73.557,1.650,1868.228
114.931,68.917,1.650,1868.396
120.229,68.917,1.650,1868.562
120.636,68.717,1.650,1868.562
114.426,68.284,1.650,1868.562
111.452,73.436,1.650,1868.748
111.283,73.390,1.650,1868.754
111.313,72.896,1.650,1868.770
111.364,72.520,1.650,1868.781
111.532,71.782,1.650,1868.805
111.789,71.067,1.650,1868.829
112.127,70.391,1.650,1868.853
112.544,69.759,1.650,1868.876
112.780,69.463,1.650,1868.888
113.303,68.916,1.650,1868.912
113.888,68.435,1.650,1868.936
114.201,68.221,1.650,1868.948
114.301,68.162,1.650,1868.951
114.383,68.242,1.650,1868.955
114.133,67.823,1.650,1868.955
114.699,67.512,1.650,1868.975
115.442,67.208,1.650,1869.000
115.827,67.089,1.650,1869.013
116.610,66.923,1.650,1869.038
117.410,66.851,1.650,1869.063
117.813,66.851,1.650,1869.076
118.610,66.923,1.650,1869.101
119.395,67.090,1.650,1869.126
120.155,67.349,1.650,1869.151
120.878,67.697,1.650,1869.176
121.222,67.903,1.650,1869.189
121.872,68.375,1.650,1869.214
122.174,68.639,1.650,1869.227
122.728,69.219,1.650,1869.252
123.210,69.861,1.650,1869.277
123.422,70.204,1.650,1869.290
123.780,70.920,1.650,1869.315
124.051,71.676,1.650,1869.340
124.152,72.064,1.650,1869.353
124.283,72.856,1.650,1869.378
124.313,73.256,1.650,1869.390
124.301,74.059,1.650,1869.415
124.259,74.458,1.650,1869.428
124.104,75.245,1.650,1869.453
123.856,76.009,1.650,1869.478
123.697,76.379,1.650,1869.491
123.318,77.084,1.650,1869.516
123.097,77.419,1.650,1869.529
122.596,78.047,1.650,1869.554
122.025,78.610,1.650,1869.579
121.390,79.101,1.650,1869.604
121.052,79.317,1.650,1869.617
120.701,79.513,1.650,1869.629
119.968,79.839,1.650,1869.655
119.201,80.075,1.650,1869.680
118.411,80.219,1.650,1869.705
118.012,80.255,1.650,1869.717
117.209,80.255,1.650,1869.743
116.809,80.219,1.650,1869.755
116.020,80.075,1.650,1869.780
115.253,79.839,1.650,1869.806
114.881,79.687,1.650,1869.818
114.520,79.513,1.650,1869.831
113.831,79.101,1.650,1869.856
113.196,78.610,1.650,1869.881
112.902,78.337,1.650,1869.894
112.365,77.741,1.650,1869.919
111.903,77.084,1.650,1869.944
111.523,76.378,1.650,1869.969
111.364,76.007,1.650,1869.982
111.117,75.245,1.650,1870.007
110.962,74.458,1.650,1870.032
110.920,74.059,1.650,1870.045
110.908,73.256,1.650,1870.070
110.938,72.856,1.650,1870.082
111.069,72.064,1.650,1870.108
111.294,71.294,1.650,1870.133
111.610,70.556,1.650,1870.158
111.800,70.203,1.650,1870.170
112.242,69.533,1.650,1870.196
112.492,69.219,1.650,1870.208
113.047,68.639,1.650,1870.233
113.667,68.129,1.650,1870.259
114.081,67.854,1.650,1870.274
113.888,67.530,1.650,1870.274
114.536,67.173,1.650,1870.297
114.923,67.000,1.650,1870.311
115.320,66.851,1.650,1870.324
115.727,66.726,1.650,1870.337
116.137,66.626,1.650,1870.350
116.554,66.550,1.650,1870.364
116.975,66.499,1.650,1870.377
117.398,66.474,1.650,1870.390
117.824,66.474,1.650,1870.404
118.246,66.499,1.650,1870.417
118.667,66.550,1.650,1870.430
119.084,66.626,1.650,1870.444
119.496,66.726,1.650,1870.457
119.901,66.851,1.650,1870.470
120.298,67.000,1.650,1870.483
120.685,67.173,1.650,1870.497
121.061,67.368,1.650,1870.510
121.425,67.585,1.650,1870.523
121.777,67.825,1.650,1870.537
122.111,68.084,1.650,1870.550
122.431,68.363,1.650,1870.563
122.733,68.660,1.650,1870.576
123.016,68.975,1.650,1870.590
123.281,69.307,1.650,1870.603
123.525,69.653,1.650,1870.616
123.748,70.016,1.650,1870.630
123.948,70.387,1.650,1870.643
124.127,70.772,1.650,1870.656
124.282,71.167,1.650,1870.669
124.413,71.570,1.650,1870.683
124.519,71.980,1.650,1870.696
124.601,72.397,1.650,1870.709
124.658,72.817,1.650,1870.723
124.690,73.239,1.650,1870.736
124.696,73.663,1.650,1870.749
124.677,74.087,1.650,1870.763
124.633,74.509,1.650,1870.776
124.563,74.927,1.650,1870.789
124.469,75.340,1.650,1870.802
124.350,75.747,1.650,1870.816
124.207,76.146,1.650,1870.829
124.040,76.538,1.650,1870.842
123.851,76.916,1.650,1870.856
123.639,77.283,1.650,1870.869
123.405,77.637,1.650,1870.882
123.151,77.976,1.650,1870.895
122.877,78.299,1.650,1870.909
122.584,78.606,1.650,1870.922
122.273,78.894,1.650,1870.935
121.945,79.163,1.650,1870.949
121.602,79.413,1.650,1870.962
121.245,79.641,1.650,1870.975
120.875,79.847,1.650,1870.988
120.493,80.031,1.650,1871.002
120.100,80.192,1.650,1871.015
119.699,80.329,1.650,1871.028
119.290,80.442,1.650,1871.042
118.876,80.530,1.650,1871.055
118.456,80.593,1.650,1871.068
118.034,80.631,1.650,1871.081
117.610,80.644,1.650,1871.095
117.187,80.631,1.650,1871.108
116.764,80.593,1.650,1871.121
116.345,80.530,1.650,1871.135
115.930,80.442,1.650,1871.148
115.522,80.329,1.650,1871.161
115.120,80.192,1.650,1871.175
114.728,80.031,1.650,1871.188
114.346,79.847,1.650,1871.201
113.976,79.641,1.650,1871.214
113.618,79.413,1.650,1871.228
113.275,79.163,1.650,1871.241
112.948,78.894,1.650,1871.254
112.637,78.606,1.650,1871.268
112.344,78.299,1.650,1871.281
112.070,77.976,1.650,1871.294
111.816,77.637,1.650,1871.307
111.582,77.283,1.650,1871.321
111.370,76.916,1.650,1871.334
111.180,76.536,1.650,1871.347
111.013,76.145,1.650,1871.361
110.871,75.747,1.650,1871.374
110.752,75.340,1.650,1871.387
110.657,74.927,1.650,1871.400
110.588,74.509,1.650,1871.414
110.544,74.087,1.650,1871.427
110.525,73.663,1.650,1871.440
110.531,73.239,1.650,1871.454
110.563,72.817,1.650,1871.467
110.620,72.397,1.650,1871.480
110.701,71.980,1.650,1871.493
110.808,71.570,1.650,1871.507
110.939,71.167,1.650,1871.520
111.095,70.771,1.650,1871.533
111.272,70.387,1.650,1871.547
111.473,70.014,1.650,1871.560
111.696,69.653,1.650,1871.573
111.940,69.307,1.650,1871.587
112.205,68.975,1.650,1871.600
112.488,68.660,1.650,1871.613
112.790,68.363,1.650,1871.626
113.110,68.084,1.650,1871.640
113.445,67.824,1.650,1871.653
113.836,67.561,1.650,1871.668
114.238,67.724,1.650,1871.668
113.992,68.619,1.650,1871.668
113.764,68.879,1.650,1871.670
113.532,69.162,1.650,1871.677
113.206,69.591,1.650,1871.692
112.713,70.325,1.650,1871.726
112.362,70.932,1.650,1871.759
112.201,71.243,1.650,1871.775
112.123,71.404,1.650,1871.783
112.046,71.564,1.650,1871.790
111.974,71.727,1.650,1871.797
111.901,71.889,1.650,1871.803
111.833,72.056,1.650,1871.809
111.764,72.223,1.650,1871.814
111.722,72.337,1.650,1871.817
111.679,72.451,1.650,1871.820
111.636,72.565,1.650,1871.822
111.599,72.674,1.650,1871.824
111.561,72.784,1.650,1871.825
111.524,72.893,1.650,1871.826
111.522,74.226,1.650,1871.826
111.581,74.391,1.650,1871.828
111.640,74.556,1.650,1871.831
111.699,74.722,1.650,1871.834
111.743,74.834,1.650,1871.837
111.788,74.947,1.650,1871.840
111.832,75.060,1.650,1871.844
111.902,75.224,1.650,1871.850
111.973,75.389,1.650,1871.856
112.047,75.550,1.650,1871.863
112.446,76.336,1.650,1871.899
112.806,76.939,1.650,1871.928
113.103,77.379,1.650,1871.950
113.420,77.811,1.650,1871.967
113.646,78.095,1.650,1871.975
113.987,78.496,1.650,1871.982
115.143,79.161,1.650,1871.982
115.256,79.183,1.650,1871.983
115.369,79.205,1.650,1871.984
115.482,79.227,1.650,1871.986
115.603,79.247,1.650,1871.988
115.723,79.267,1.650,1871.990
115.843,79.287,1.650,1871.993
116.022,79.312,1.650,1871.999
116.200,79.336,1.650,1872.004
116.378,79.354,1.650,1872.011
116.555,79.373,1.650,1872.018
116.731,79.386,1.650,1872.025
116.908,79.399,1.650,1872.033
117.259,79.415,1.650,1872.049
117.961,79.415,1.650,1872.081
118.843,79.354,1.650,1872.116
119.378,79.287,1.650,1872.131
119.738,79.227,1.650,1872.137
120.078,79.161,1.650,1872.140
121.234,78.496,1.650,1872.140
121.347,78.362,1.650,1872.142
121.461,78.228,1.650,1872.145
121.574,78.095,1.650,1872.149
121.650,78.000,1.650,1872.151
121.725,77.905,1.650,1872.154
121.801,77.811,1.650,1872.158
121.908,77.667,1.650,1872.164
122.016,77.524,1.650,1872.170
122.118,77.379,1.650,1872.177
122.414,76.939,1.650,1872.199
122.775,76.336,1.650,1872.228
123.174,75.550,1.650,1872.264
123.389,75.060,1.650,1872.281
123.522,74.722,1.650,1872.289
123.699,74.226,1.650,1872.296
123.697,72.893,1.650,1872.296
123.585,72.565,1.650,1872.299
123.456,72.223,1.650,1872.305
123.247,71.727,1.650,1872.320
122.859,70.932,1.650,1872.355
122.508,70.324,1.650,1872.387
122.318,70.028,1.650,1872.403
122.219,69.882,1.650,1872.411
122.119,69.736,1.650,1872.418
122.014,69.591,1.650,1872.425
121.910,69.447,1.650,1872.432
121.799,69.304,1.650,1872.437
121.689,69.162,1.650,1872.443
121.605,69.059,1.650,1872.446
121.520,68.957,1.650,1872.449
121.457,68.879,1.650,1872.450
121.381,68.793,1.650,1872.452
121.305,68.706,1.650,1872.453
121.229,68.619,1.650,1872.454
120.076,67.950,1.650,1872.454
119.558,67.856,1.650,1872.461
119.199,67.802,1.650,1872.469
118.666,67.743,1.650,1872.486
118.137,67.706,1.650,1872.508
117.435,67.696,1.650,1872.537
116.555,67.743,1.650,1872.573
116.378,67.759,1.650,1872.580
116.201,67.780,1.650,1872.586
116.024,67.802,1.650,1872.592
115.903,67.820,1.650,1872.596
115.783,67.838,1.650,1872.599
115.663,67.856,1.650,1872.602
115.490,67.887,1.650,1872.605
115.318,67.919,1.650,1872.608
115.145,67.950,1.650,1872.610
115.145,67.950,1.650,1869.110
115.318,67.919,1.650,1869.027
115.318,67.919,1.650,1867.610
115.145,67.950,1.650,1867.610
115.145,67.950,1.650,1867.610
115.124,66.902,1.650,1867.610
114.944,57.730,1.650,1867.610
114.944,57.730,1.650,1872.610
115.925,57.590,1.650,1872.641
116.748,57.525,1.650,1872.667
117.935,57.504,1.650,1872.704
118.630,57.533,1.650,1872.726
119.808,57.652,1.650,1872.763
120.286,57.728,1.650,1872.778
120.500,57.465,1.650,1872.789
120.889,57.169,1.650,1872.804
121.399,56.956,1.650,1872.822
121.843,56.886,1.650,1872.836
122.324,56.916,1.650,1872.851
122.771,57.056,1.650,1872.866
127.266,59.221,1.650,1873.022
127.581,59.413,1.650,1873.034
127.961,59.790,1.650,1873.050
128.224,60.232,1.650,1873.066
128.379,60.776,1.650,1873.084
128.390,61.248,1.650,1873.099
128.321,61.609,1.650,1873.111
128.929,62.168,1.650,1873.136
129.745,63.042,1.650,1873.174
130.189,63.577,1.650,1873.196
130.891,64.534,1.650,1873.233
131.338,65.229,1.650,1873.259
131.642,65.774,1.650,1873.278
131.726,65.765,1.650,1873.281
132.183,65.817,1.650,1873.295
132.725,66.017,1.650,1873.314
133.205,66.385,1.650,1873.333
133.531,66.806,1.650,1873.349
133.727,67.295,1.650,1873.366
134.840,72.168,1.650,1873.522
134.886,72.534,1.650,1873.534
134.828,73.067,1.650,1873.551
134.646,73.547,1.650,1873.567
134.317,74.008,1.650,1873.585
133.955,74.311,1.650,1873.600
133.638,74.477,1.650,1873.611
133.601,75.011,1.650,1873.628
133.450,76.189,1.650,1873.665
133.293,77.000,1.650,1873.691
132.997,78.149,1.650,1873.728
132.783,78.811,1.650,1873.750
132.447,79.677,1.650,1873.779
132.503,79.735,1.650,1873.781
132.748,80.125,1.650,1873.796
132.929,80.673,1.650,1873.814
132.942,81.278,1.650,1873.833
132.815,81.795,1.650,1873.850
132.555,82.255,1.650,1873.866
129.266,86.363,1.650,1874.031
128.740,86.709,1.650,1874.051
128.240,86.870,1.650,1874.067
127.648,86.902,1.650,1874.086
127.077,86.762,1.650,1874.104
126.884,86.655,1.650,1874.111
126.157,87.151,1.650,1874.139
125.560,87.508,1.650,1874.161
124.507,88.058,1.650,1874.198
123.751,88.392,1.650,1874.224
122.630,88.810,1.650,1874.261
122.077,88.969,1.650,1874.279
122.066,89.053,1.650,1874.282
121.914,89.487,1.650,1874.297
121.598,89.971,1.650,1874.315
121.133,90.357,1.650,1874.334
120.649,90.581,1.650,1874.350
120.129,90.664,1.650,1874.367
115.132,90.664,1.650,1874.523
114.764,90.627,1.650,1874.535
114.258,90.452,1.650,1874.552
113.830,90.168,1.650,1874.568
113.436,89.726,1.650,1874.587
