x,y,z,e
f1000(u32),f1000(u32),f1000(u32),f1000(s64)
130.137,86.833,1.450,1840.355
129.511,87.032,1.450,1840.376
128.916,87.361,1.450,1840.397
128.400,87.797,1.450,1840.418
126.433,90.224,1.450,1840.516
126.156,90.467,1.450,1840.528
125.843,90.653,1.450,1840.539
125.502,90.781,1.450,1840.551
125.142,90.847,1.450,1840.562
122.311,90.859,1.450,1840.651
121.707,90.918,1.450,1840.670
121.341,91.010,1.450,1840.682
120.906,91.180,1.450,1840.696
120.449,91.431,1.450,1840.713
120.162,91.644,1.450,1840.724
119.892,91.888,1.450,1840.735
119.491,92.377,1.450,1840.755
119.292,92.709,1.450,1840.767
119.041,93.316,1.450,1840.788
118.911,93.968,1.450,1840.809
118.886,94.800,1.450,1840.835
118.815,95.608,1.450,1840.860
116.406,95.600,1.450,1840.936
116.368,95.307,1.450,1840.945
116.309,93.972,1.450,1840.987
116.227,93.509,1.450,1841.002
116.062,92.990,1.450,1841.019
115.745,92.395,1.450,1841.040
115.313,91.870,1.450,1841.061
114.806,91.454,1.450,1841.082
114.474,91.254,1.450,1841.094
113.867,91.003,1.450,1841.115
113.204,90.871,1.450,1841.136
110.081,90.847,1.450,1841.234
109.718,90.781,1.450,1841.245
109.377,90.653,1.450,1841.257
109.065,90.467,1.450,1841.268
108.789,90.225,1.450,1841.280
107.015,88.020,1.450,1841.368
106.592,87.585,1.450,1841.387
106.284,87.350,1.450,1841.400
105.709,87.032,1.450,1841.420
105.084,86.833,1.450,1841.441
104.702,86.771,1.450,1841.453
104.046,86.761,1.450,1841.473
103.400,86.880,1.450,1841.494
103.034,87.006,1.450,1841.506
102.464,87.300,1.450,1841.526
101.798,87.799,1.450,1841.552
101.121,88.248,1.450,1841.578
99.619,86.364,1.450,1841.653
100.207,85.805,1.450,1841.679
100.842,85.266,1.450,1841.705
101.255,84.776,1.450,1841.725
101.459,84.447,1.450,1841.737
101.715,83.853,1.450,1841.757
101.828,83.375,1.450,1841.773
101.882,82.833,1.450,1841.790
101.825,82.162,1.450,1841.811
101.644,81.531,1.450,1841.832
101.483,81.178,1.450,1841.844
101.153,80.669,1.450,1841.863
99.397,78.449,1.450,1841.951
99.224,78.126,1.450,1841.963
99.111,77.780,1.450,1841.974
99.062,77.419,1.450,1841.986
99.079,77.051,1.450,1841.997
99.750,74.001,1.450,1842.095
99.769,73.325,1.450,1842.117
99.659,72.678,1.450,1842.137
99.539,72.309,1.450,1842.149
99.251,71.731,1.450,1842.169
98.958,71.337,1.450,1842.185
98.579,70.946,1.450,1842.202
98.029,70.555,1.450,1842.223
97.428,70.287,1.450,1842.244
96.130,69.929,1.450,1842.286
95.844,69.824,1.450,1842.295
96.380,67.476,1.450,1842.371
97.184,67.587,1.450,1842.396
98.001,67.747,1.450,1842.423
98.642,67.765,1.450,1842.443
99.027,67.719,1.450,1842.455
99.660,67.547,1.450,1842.475
100.247,67.254,1.450,1842.496
100.556,67.037,1.450,1842.508
100.903,66.723,1.450,1842.522
101.255,66.308,1.450,1842.539
101.589,65.723,1.450,1842.561
101.789,65.125,1.450,1842.580
102.430,62.368,1.450,1842.669
102.574,62.031,1.450,1842.681
102.775,61.727,1.450,1842.692
103.027,61.463,1.450,1842.703
103.325,61.247,1.450,1842.715
106.128,59.870,1.450,1842.813
106.669,59.463,1.450,1842.834
107.122,58.956,1.450,1842.855
107.455,58.391,1.450,1842.876
107.601,58.032,1.450,1842.888
107.750,57.418,1.450,1842.908
107.786,57.032,1.450,1842.920
107.749,56.377,1.450,1842.941
107.584,55.739,1.450,1842.961
107.055,54.501,1.450,1843.004
106.959,54.212,1.450,1843.013
109.074,53.193,1.450,1843.087
109.193,52.735,1.450,1843.087
109.289,52.753,1.450,1843.090
109.350,52.802,1.450,1843.092
109.872,53.682,1.450,1843.124
110.247,54.402,1.450,1843.150
110.597,54.867,1.450,1843.168
110.833,55.100,1.450,1843.178
111.299,55.440,1.450,1843.197
111.593,55.595,1.450,1843.207
112.151,55.790,1.450,1843.226
112.736,55.873,1.450,1843.244
113.068,55.870,1.450,1843.254
113.652,55.780,1.450,1843.273
114.193,55.582,1.450,1843.291
116.762,54.358,1.450,1843.380
117.180,54.243,1.450,1843.394
117.610,54.204,1.450,1843.407
118.041,54.243,1.450,1843.421
118.460,54.358,1.450,1843.435
121.281,55.690,1.450,1843.532
121.866,55.841,1.450,1843.551
122.470,55.875,1.450,1843.570
123.070,55.790,1.450,1843.589
123.636,55.592,1.450,1843.608
124.014,55.380,1.450,1843.622
124.402,55.089,1.450,1843.637
124.800,54.656,1.450,1843.655
124.979,54.393,1.450,1843.665
125.603,53.231,1.450,1843.707
125.894,52.784,1.450,1843.723
125.955,52.735,1.450,1843.726
126.100,52.752,1.450,1843.730
128.562,53.938,1.450,1843.816
128.679,54.044,1.450,1843.821
128.676,54.188,1.450,1843.826
128.325,55.115,1.450,1843.857
127.998,55.851,1.450,1843.882
127.883,56.260,1.450,1843.895
127.815,56.740,1.450,1843.910
127.840,57.341,1.450,1843.929
127.980,57.916,1.450,1843.948
128.105,58.224,1.450,1843.958
128.405,58.733,1.450,1843.977
128.809,59.184,1.450,1843.996
129.291,59.547,1.450,1844.015
132.092,60.923,1.450,1844.113
132.443,61.178,1.450,1844.126
132.742,61.491,1.450,1844.140
132.980,61.851,1.450,1844.153
133.150,62.250,1.450,1844.167
133.795,65.022,1.450,1844.256
133.978,65.568,1.450,1844.274
134.271,66.081,1.450,1844.293
134.476,66.342,1.450,1844.303
134.895,66.738,1.450,1844.321
135.167,66.929,1.450,1844.332
135.696,67.193,1.450,1844.350
136.266,67.348,1.450,1844.369
136.596,67.388,1.450,1844.379
137.178,67.371,1.450,1844.397
137.974,67.215,1.450,1844.423
138.956,67.079,1.450,1844.454
139.072,67.087,1.450,1844.457
139.132,67.141,1.450,1844.460
139.175,67.246,1.450,1844.464
139.783,69.910,1.450,1844.549
139.780,70.009,1.450,1844.552
139.718,70.100,1.450,1844.556
139.206,70.288,1.450,1844.573
137.934,70.639,1.450,1844.614
137.637,70.754,1.450,1844.624
137.129,71.045,1.450,1844.643
136.796,71.322,1.450,1844.656
136.467,71.678,1.450,1844.671
136.147,72.188,1.450,1844.690
135.931,72.754,1.450,1844.709
135.830,73.351,1.450,1844.728
135.847,73.954,1.450,1844.747
136.517,77.002,1.450,1844.845
136.537,77.436,1.450,1844.859
136.479,77.864,1.450,1844.872
136.345,78.275,1.450,1844.886
136.140,78.657,1.450,1844.899
134.375,80.889,1.450,1844.989
134.070,81.360,1.450,1845.006
133.934,81.657,1.450,1845.016
133.810,82.057,1.450,1845.030
133.730,82.520,1.450,1845.044
133.719,82.848,1.450,1845.055
133.783,83.421,1.450,1845.073
133.869,83.742,1.450,1845.083
134.097,84.272,1.450,1845.101
134.271,84.554,1.450,1845.112
134.647,84.999,1.450,1845.130
135.266,85.524,1.450,1845.155
136.007,86.229,1.450,1845.187
136.047,86.349,1.450,1845.191
135.990,86.482,1.450,1845.196
134.301,88.600,1.450,1845.281
134.184,88.686,1.450,1845.285
134.087,88.680,1.450,1845.288
133.631,88.403,1.450,1845.305
132.552,87.619,1.450,1845.347
132.026,87.347,1.450,1845.365
131.458,87.183,1.450,1845.384
131.129,87.139,1.450,1845.394
130.552,87.147,1.450,1845.412
130.225,87.201,1.450,1845.423
129.661,87.380,1.450,1845.441
129.131,87.673,1.450,1845.460
128.670,88.062,1.450,1845.479
126.706,90.487,1.450,1845.577
126.379,90.773,1.450,1845.591
126.008,90.994,1.450,1845.604
125.603,91.146,1.450,1845.618
125.177,91.224,1.450,1845.631
122.330,91.236,1.450,1845.721
121.772,91.291,1.450,1845.738
121.456,91.370,1.450,1845.749
121.066,91.522,1.450,1845.762
120.654,91.749,1.450,1845.776
120.402,91.936,1.450,1845.786
120.166,92.149,1.450,1845.796
119.800,92.595,1.450,1845.814
119.630,92.879,1.450,1845.825
119.404,93.426,1.450,1845.843
119.287,94.011,1.450,1845.862
119.262,94.822,1.450,1845.887
119.173,95.842,1.450,1845.919
119.134,95.923,1.450,1845.922
119.014,95.984,1.450,1845.927
116.185,95.976,1.450,1846.015
116.087,95.923,1.450,1846.019
116.060,95.868,1.450,1846.021
115.992,95.339,1.450,1846.037
115.933,94.013,1.450,1846.079
115.860,93.599,1.450,1846.092
115.713,93.137,1.450,1846.107
115.430,92.606,1.450,1846.126
115.045,92.138,1.450,1846.145
114.588,91.763,1.450,1846.164
114.304,91.592,1.450,1846.174
113.757,91.366,1.450,1846.193
113.166,91.248,1.450,1846.212
110.045,91.224,1.450,1846.309
109.618,91.146,1.450,1846.323
109.213,90.994,1.450,1846.337
108.842,90.773,1.450,1846.350
108.516,90.488,1.450,1846.364
106.732,88.270,1.450,1846.453
106.341,87.868,1.450,1846.471
106.077,87.666,1.450,1846.481
105.559,87.380,1.450,1846.500
104.996,87.201,1.450,1846.518
104.669,87.147,1.450,1846.529
104.077,87.139,1.450,1846.547
103.496,87.246,1.450,1846.566
103.182,87.354,1.450,1846.576
102.665,87.621,1.450,1846.594
102.015,88.107,1.450,1846.620
101.189,88.656,1.450,1846.651
101.099,88.692,1.450,1846.654
101.037,88.686,1.450,1846.656
100.920,88.600,1.450,1846.660
99.231,86.482,1.450,1846.745
99.183,86.397,1.450,1846.748
99.181,86.287,1.450,1846.752
99.237,86.207,1.450,1846.755
99.955,85.524,1.450,1846.786
100.574,84.999,1.450,1846.811
100.949,84.554,1.450,1846.830
101.124,84.272,1.450,1846.840
101.355,83.735,1.450,1846.858
101.455,83.313,1.450,1846.872
101.503,82.830,1.450,1846.887
101.453,82.230,1.450,1846.906
101.289,81.662,1.450,1846.925
101.151,81.360,1.450,1846.935
100.846,80.889,1.450,1846.953
99.081,78.657,1.450,1847.042
98.876,78.275,1.450,1847.055
98.742,77.864,1.450,1847.069
98.684,77.436,1.450,1847.083
98.703,77.002,1.450,1847.096
99.374,73.954,1.450,1847.194
99.391,73.351,1.450,1847.213
99.292,72.768,1.450,1847.231
99.189,72.453,1.450,1847.242
98.928,71.929,1.450,1847.260
98.670,71.581,1.450,1847.274
98.332,71.233,1.450,1847.289
97.841,70.884,1.450,1847.308
97.300,70.642,1.450,1847.326
96.015,70.288,1.450,1847.368
95.514,70.104,1.450,1847.385
95.449,70.032,1.450,1847.388
95.443,69.887,1.450,1847.393
96.046,67.246,1.450,1847.477
96.082,67.156,1.450,1847.481
96.135,67.094,1.450,1847.483
96.229,67.074,1.450,1847.486
97.246,67.215,1.450,1847.518
98.043,67.371,1.450,1847.544
98.625,67.388,1.450,1847.562
98.954,67.348,1.450,1847.572
99.525,67.193,1.450,1847.591
100.054,66.929,1.450,1847.609
100.321,66.742,1.450,1847.620
100.631,66.461,1.450,1847.633
100.945,66.091,1.450,1847.648
101.243,65.568,1.450,1847.667
101.426,65.022,1.450,1847.685
102.071,62.250,1.450,1847.774
102.241,61.851,1.450,1847.788
102.479,61.491,1.450,1847.801
102.778,61.178,1.450,1847.815
103.129,60.923,1.450,1847.829
105.930,59.547,1.450,1847.926
106.412,59.184,1.450,1847.945
106.816,58.733,1.450,1847.964
107.116,58.224,1.450,1847.983
107.241,57.916,1.450,1847.993
107.377,57.356,1.450,1848.011
107.407,57.025,1.450,1848.022
107.374,56.435,1.450,1848.040
107.226,55.861,1.450,1848.059
106.702,54.635,1.450,1848.101
106.534,54.129,1.450,1848.117
106.549,54.033,1.450,1848.120
106.659,53.938,1.450,1848.125
109.135,52.752,1.450,1848.211
106.157,54.019,1.450,1848.211
106.211,53.856,1.450,1848.216
106.313,53.719,1.450,1848.222
106.468,53.612,1.450,1848.228
108.963,52.410,1.450,1848.315
109.144,52.356,1.450,1848.320
109.315,52.361,1.450,1848.326
109.476,52.420,1.450,1848.331
109.616,52.532,1.450,1848.337
109.666,52.597,1.450,1848.339
110.202,53.498,1.450,1848.372
110.567,54.200,1.450,1848.397
110.881,54.618,1.450,1848.413
111.078,54.812,1.450,1848.422
111.499,55.120,1.450,1848.438
111.743,55.248,1.450,1848.447
112.240,55.422,1.450,1848.464
112.761,55.496,1.450,1848.480
113.037,55.494,1.450,1848.489
113.557,55.413,1.450,1848.505
114.046,55.234,1.450,1848.522
116.630,54.003,1.450,1848.611
117.112,53.870,1.450,1848.627
117.610,53.825,1.450,1848.643
118.108,53.870,1.450,1848.658
118.591,54.003,1.450,1848.674
121.410,55.334,1.450,1848.772
121.924,55.466,1.450,1848.788
122.455,55.496,1.450,1848.805
122.981,55.422,1.450,1848.822
123.480,55.247,1.450,1848.838
123.808,55.063,1.450,1848.850
124.148,54.808,1.450,1848.863
124.503,54.422,1.450,1848.880
124.656,54.197,1.450,1848.888
125.279,53.038,1.450,1848.930
125.611,52.527,1.450,1848.949
125.752,52.415,1.450,1848.954
125.901,52.361,1.450,1848.959
126.024,52.353,1.450,1848.963
126.250,52.406,1.450,1848.971
128.753,53.612,1.450,1849.058
128.907,53.719,1.450,1849.064
129.042,53.927,1.450,1849.071
129.071,54.104,1.450,1849.077
129.042,54.286,1.450,1849.083
128.674,55.259,1.450,1849.115
128.354,55.979,1.450,1849.140
128.253,56.338,1.450,1849.152
128.193,56.759,1.450,1849.165
128.215,57.289,1.450,1849.182
128.340,57.800,1.450,1849.198
128.444,58.056,1.450,1849.207
128.711,58.509,1.450,1849.223
129.065,58.905,1.450,1849.240
129.489,59.225,1.450,1849.257
132.287,60.599,1.450,1849.354
132.692,60.893,1.450,1849.370
133.038,61.255,1.450,1849.386
133.313,61.672,1.450,1849.401
133.510,62.132,1.450,1849.417
134.158,64.919,1.450,1849.507
134.323,65.413,1.450,1849.523
134.584,65.870,1.450,1849.540
134.755,66.087,1.450,1849.548
135.134,66.445,1.450,1849.565
135.360,66.604,1.450,1849.573
135.831,66.839,1.450,1849.590
136.339,66.977,1.450,1849.606
136.613,67.010,1.450,1849.615
137.136,66.995,1.450,1849.631
137.912,66.843,1.450,1849.656
138.943,66.701,1.450,1849.689
139.135,66.713,1.450,1849.695
139.204,66.735,1.450,1849.697
139.311,66.796,1.450,1849.701
139.420,66.892,1.450,1849.706
139.462,66.950,1.450,1849.708
139.536,67.133,1.450,1849.714
140.154,69.841,1.450,1849.801
140.166,69.926,1.450,1849.804
140.149,70.105,1.450,1849.809
140.080,70.262,1.450,1849.815
139.902,70.434,1.450,1849.823
139.321,70.647,1.450,1849.842
138.053,70.997,1.450,1849.883
137.800,71.096,1.450,1849.892
137.345,71.356,1.450,1849.908
137.057,71.596,1.450,1849.920
136.768,71.908,1.450,1849.933
136.486,72.357,1.450,1849.950
136.297,72.854,1.450,1849.967
136.208,73.378,1.450,1849.983
136.222,73.908,1.450,1850.000
136.893,76.952,1.450,1850.098
136.915,77.453,1.450,1850.113
136.848,77.948,1.450,1850.129
136.693,78.424,1.450,1850.145
136.456,78.865,1.450,1850.160
134.681,81.109,1.450,1850.250
134.401,81.542,1.450,1850.266
134.287,81.791,1.450,1850.275
134.177,82.145,1.450,1850.286
134.106,82.559,1.450,1850.300
134.097,82.834,1.450,1850.308
134.155,83.352,1.450,1850.325
134.226,83.619,1.450,1850.333
134.432,84.097,1.450,1850.350
134.577,84.332,1.450,1850.358
134.915,84.732,1.450,1850.375
135.518,85.243,1.450,1850.399
136.278,85.966,1.450,1850.432
136.330,86.030,1.450,1850.435
136.407,86.192,1.450,1850.441
136.429,86.361,1.450,1850.446
136.396,86.529,1.450,1850.451
136.304,86.693,1.450,1850.457
134.577,88.859,1.450,1850.544
134.437,88.986,1.450,1850.550
134.281,89.055,1.450,1850.555
134.111,89.072,1.450,1850.561
133.944,89.034,1.450,1850.566
133.422,88.717,1.450,1850.585
132.354,87.941,1.450,1850.627
131.886,87.699,1.450,1850.643
131.380,87.553,1.450,1850.660
131.106,87.517,1.450,1850.668
130.585,87.524,1.450,1850.685
130.313,87.568,1.450,1850.693
129.811,87.728,1.450,1850.710
129.346,87.985,1.450,1850.726
128.941,88.328,1.450,1850.743
126.978,90.750,1.450,1850.841
126.601,91.079,1.450,1850.856
126.172,91.336,1.450,1850.872
125.704,91.511,1.450,1850.888
125.211,91.601,1.450,1850.904
122.350,91.613,1.450,1850.993
121.837,91.663,1.450,1851.009
121.571,91.730,1.450,1851.018
121.226,91.864,1.450,1851.030
120.858,92.067,1.450,1851.043
120.641,92.228,1.450,1851.051
120.440,92.410,1.450,1851.060
120.110,92.812,1.450,1851.076
119.968,93.049,1.450,1851.085
119.766,93.536,1.450,1851.101
119.663,94.054,1.450,1851.118
119.639,94.844,1.450,1851.143
119.548,95.889,1.450,1851.176
119.531,95.969,1.450,1851.178
119.449,96.138,1.450,1851.184
119.260,96.299,1.450,1851.192
119.090,96.356,1.450,1851.197
119.004,96.363,1.450,1851.200
116.123,96.353,1.450,1851.290
115.961,96.299,1.450,1851.296
115.816,96.192,1.450,1851.301
115.694,95.977,1.450,1851.309
115.616,95.371,1.450,1851.328
115.558,94.054,1.450,1851.370
115.493,93.689,1.450,1851.381
115.364,93.284,1.450,1851.395
115.115,92.816,1.450,1851.411
114.777,92.406,1.450,1851.428
114.371,92.072,1.450,1851.444
114.134,91.930,1.450,1851.453
113.647,91.728,1.450,1851.470
113.127,91.625,1.450,1851.486
110.010,91.601,1.450,1851.584
109.517,91.511,1.450,1851.600
109.049,91.336,1.450,1851.615
108.620,91.079,1.450,1851.631
108.243,90.750,1.450,1851.647
106.449,88.520,1.450,1851.736
106.090,88.150,1.450,1851.753
105.870,87.983,1.450,1851.761
105.410,87.728,1.450,1851.778
104.908,87.568,1.450,1851.794
104.635,87.524,1.450,1851.803
104.109,87.517,1.450,1851.819
103.592,87.612,1.450,1851.836
103.330,87.701,1.450,1851.845
102.866,87.942,1.450,1851.861
102.233,88.416,1.450,1851.886
101.366,88.991,1.450,1851.918
101.187,89.063,1.450,1851.924
100.940,89.055,1.450,1851.932
100.783,88.986,1.450,1851.938
100.644,88.859,1.450,1851.943
98.917,86.693,1.450,1852.030
98.825,86.529,1.450,1852.036
98.792,86.361,1.450,1852.042
98.839,86.119,1.450,1852.049
98.949,85.961,1.450,1852.055
99.703,85.243,1.450,1852.088
100.306,84.732,1.450,1852.113
100.643,84.332,1.450,1852.129
100.789,84.097,1.450,1852.138
100.996,83.616,1.450,1852.154
101.082,83.251,1.450,1852.166
101.125,82.827,1.450,1852.179
101.080,82.299,1.450,1852.196
100.934,81.793,1.450,1852.212
100.820,81.542,1.450,1852.221
100.539,81.109,1.450,1852.237
98.765,78.865,1.450,1852.327
98.527,78.424,1.450,1852.343
98.373,77.948,1.450,1852.358
98.306,77.453,1.450,1852.374
98.328,76.952,1.450,1852.390
98.998,73.908,1.450,1852.487
99.013,73.378,1.450,1852.504
98.925,72.859,1.450,1852.521
98.839,72.596,1.450,1852.529
98.605,72.127,1.450,1852.546
98.382,71.826,1.450,1852.557
98.086,71.520,1.450,1852.571
97.653,71.214,1.450,1852.587
97.173,70.998,1.450,1852.604
95.900,70.647,1.450,1852.645
95.327,70.437,1.450,1852.665
95.193,70.330,1.450,1852.670
95.100,70.186,1.450,1852.675
95.057,70.021,1.450,1852.681
95.069,69.833,1.450,1852.687
95.685,67.133,1.450,1852.773
95.756,66.958,1.450,1852.779
95.872,66.821,1.450,1852.785
96.044,66.728,1.450,1852.791
96.270,66.699,1.450,1852.798
97.309,66.843,1.450,1852.831
98.085,66.995,1.450,1852.856
98.608,67.010,1.450,1852.872
98.882,66.977,1.450,1852.881
99.390,66.839,1.450,1852.897
99.860,66.604,1.450,1852.914
100.085,66.447,1.450,1852.922
100.359,66.198,1.450,1852.934
100.634,65.873,1.450,1852.947
100.897,65.413,1.450,1852.964
101.062,64.919,1.450,1852.980
101.711,62.132,1.450,1853.070
101.908,61.672,1.450,1853.086
102.183,61.255,1.450,1853.101
102.529,60.893,1.450,1853.117
102.934,60.599,1.450,1853.133
105.732,59.225,1.450,1853.231
106.156,58.905,1.450,1853.247
106.510,58.509,1.450,1853.264
106.777,58.056,1.450,1853.280
106.881,57.800,1.450,1853.289
107.004,57.294,1.450,1853.305
107.029,57.018,1.450,1853.314
107.000,56.493,1.450,1853.331
106.868,55.983,1.450,1853.347
106.349,54.769,1.450,1853.388
106.156,54.190,1.450,1853.408
106.157,54.079,1.450,1853.411
106.315,53.953,1.450,1853.411
108.523,54.087,1.450,1853.411
109.160,54.724,1.450,1853.441
109.302,54.997,1.450,1853.451
109.757,55.602,1.450,1853.476
110.110,55.950,1.450,1853.492
110.709,56.387,1.450,1853.517
110.950,56.514,1.450,1853.526
111.536,57.100,1.450,1853.553
111.158,57.283,1.450,1853.567
108.272,54.396,1.450,1853.701
107.893,54.578,1.450,1853.715
110.780,57.466,1.450,1853.850
110.402,57.648,1.450,1853.864
108.292,55.538,1.450,1853.962
108.480,56.287,1.450,1853.988
110.025,57.831,1.450,1854.060
109.647,58.014,1.450,1854.073
108.514,56.881,1.450,1854.126
108.523,57.045,1.450,1854.132
108.489,57.417,1.450,1854.144
109.269,58.197,1.450,1854.180
108.891,58.380,1.450,1854.194
108.394,57.883,1.450,1854.217
108.276,58.325,1.450,1854.233
108.640,58.690,1.450,1854.250
107.823,58.927,1.450,1854.250
107.746,59.082,1.450,1854.251
107.700,59.125,1.450,1854.251
106.753,60.312,1.450,1854.251
106.782,60.155,1.450,1854.252
106.632,60.227,1.450,1854.253
106.647,61.229,1.450,1854.253
106.114,60.696,1.450,1854.278
105.738,60.881,1.450,1854.292
106.279,61.422,1.450,1854.317
105.986,61.690,1.450,1854.330
105.361,61.066,1.450,1854.359
104.985,61.251,1.450,1854.373
105.709,61.975,1.450,1854.407
105.438,62.265,1.450,1854.420
104.609,61.436,1.450,1854.459
104.232,61.620,1.450,1854.472
105.167,62.555,1.450,1854.516
104.906,62.855,1.450,1854.529
103.856,61.805,1.450,1854.578
103.706,61.879,1.450,1854.584
103.513,62.019,1.450,1854.592
104.651,63.162,1.450,1854.645
104.406,63.478,1.450,1854.658
103.258,62.330,1.450,1854.712
103.132,62.597,1.450,1854.721
103.100,62.733,1.450,1854.726
104.164,63.798,1.450,1854.776
103.939,64.133,1.450,1854.789
102.994,63.189,1.450,1854.833
102.888,63.644,1.450,1854.848
103.713,64.469,1.450,1854.887
103.488,64.805,1.450,1854.900
102.782,64.099,1.450,1854.933
102.676,64.555,1.450,1854.949
103.283,65.161,1.450,1854.977
103.121,65.441,1.450,1854.988
103.025,65.465,1.450,1854.991
102.429,64.869,1.450,1855.019
102.521,65.789,1.450,1855.019
102.104,65.961,1.450,1855.022
102.055,66.090,1.450,1855.022
102.257,65.832,1.450,1855.025
101.341,67.116,1.450,1855.025
101.202,67.247,1.450,1855.026
101.092,68.207,1.450,1855.026
100.711,67.826,1.450,1855.043
100.351,68.024,1.450,1855.057
100.847,68.519,1.450,1855.080
100.743,68.973,1.450,1855.095
99.979,68.209,1.450,1855.130
99.550,68.339,1.450,1855.145
100.639,69.428,1.450,1855.196
100.536,69.882,1.450,1855.211
99.104,68.451,1.450,1855.277
98.596,68.500,1.450,1855.294
100.432,70.336,1.450,1855.379
100.328,70.790,1.450,1855.394
98.022,68.484,1.450,1855.501
97.919,68.481,1.450,1855.505
97.349,68.369,1.450,1855.524
100.225,71.244,1.450,1855.657
100.121,71.698,1.450,1855.672
99.991,71.569,1.450,1855.679
99.880,71.345,1.450,1855.687
99.520,70.860,1.450,1855.707
99.060,70.385,1.450,1855.728
98.396,69.914,1.450,1855.755
98.288,69.866,1.450,1855.759
96.905,68.482,1.450,1855.823
96.801,68.936,1.450,1855.838
97.616,69.752,1.450,1855.876
100.379,73.539,1.450,1855.876
100.344,73.829,1.450,1855.878
100.251,74.355,1.450,1855.878
101.079,75.182,1.450,1855.917
101.163,75.835,1.450,1855.939
100.291,74.963,1.450,1855.980
100.189,75.429,1.450,1855.996
101.263,76.504,1.450,1856.047
101.408,77.217,1.450,1856.072
100.086,75.895,1.450,1856.134
99.983,76.362,1.450,1856.150
101.605,77.983,1.450,1856.227
101.845,78.791,1.450,1856.255
99.881,76.828,1.450,1856.348
99.810,77.147,1.450,1856.359
99.803,77.318,1.450,1856.364
102.184,79.699,1.450,1856.477
102.237,79.837,1.450,1856.482
102.086,80.098,1.450,1856.492
102.071,80.156,1.450,1856.494
99.711,77.795,1.450,1856.606
102.454,82.264,1.450,1856.606
102.452,82.589,1.450,1856.608
103.875,84.073,1.450,1856.608
102.752,82.949,1.450,1856.662
102.609,82.948,1.450,1856.667
102.569,83.346,1.450,1856.681
105.084,85.861,1.450,1856.802
105.231,86.045,1.450,1856.810
105.215,86.109,1.450,1856.812
104.679,86.035,1.450,1856.830
102.475,83.832,1.450,1856.937
102.416,84.085,1.450,1856.945
102.336,84.271,1.450,1856.952
104.092,86.027,1.450,1857.037
103.983,86.025,1.450,1857.041
103.584,86.099,1.450,1857.054
102.161,84.676,1.450,1857.123
102.113,84.787,1.450,1857.127
101.953,85.046,1.450,1857.137
103.109,86.203,1.450,1857.193
102.685,86.358,1.450,1857.209
101.708,85.380,1.450,1857.256
101.443,85.694,1.450,1857.270
102.303,86.555,1.450,1857.311
102.072,86.675,1.450,1857.320
101.942,86.773,1.450,1857.325
101.143,85.975,1.450,1857.364
100.830,86.240,1.450,1857.378
101.732,87.142,1.450,1857.421
105.525,86.355,1.450,1857.421
105.769,86.414,1.450,1857.423
106.839,87.028,1.450,1857.423
107.032,87.132,1.450,1857.424
107.386,87.103,1.450,1857.427
113.202,90.306,1.450,1857.427
112.131,89.234,1.450,1857.476
111.257,88.908,1.450,1857.506
112.480,90.130,1.450,1857.561
111.928,90.126,1.450,1857.579
110.244,88.442,1.450,1857.656
109.383,87.993,1.450,1857.687
109.045,87.791,1.450,1857.700
111.377,90.122,1.450,1857.806
110.825,90.118,1.450,1857.823
107.901,87.193,1.450,1857.956
107.756,87.223,1.450,1857.961
107.781,87.496,1.450,1857.970
107.665,87.505,1.450,1857.974
110.274,90.113,1.450,1858.092
110.150,90.112,1.450,1858.096
109.915,90.070,1.450,1858.104
109.698,89.988,1.450,1858.112
109.499,89.869,1.450,1858.119
108.183,88.570,1.450,1858.179
113.393,89.994,1.450,1858.179
113.598,90.300,1.450,1858.180
113.528,90.333,1.450,1858.180
113.505,90.308,1.450,1858.181
113.503,90.259,1.450,1858.181
113.786,90.390,1.450,1858.183
119.055,90.852,1.450,1858.183
119.476,91.273,1.450,1858.202
119.358,91.380,1.450,1858.207
119.210,91.560,1.450,1858.215
118.672,91.022,1.450,1858.240
118.120,91.022,1.450,1858.258
118.961,91.864,1.450,1858.296
118.742,92.197,1.450,1858.309
117.567,91.022,1.450,1858.363
117.015,91.022,1.450,1858.381
118.557,92.564,1.450,1858.452
118.395,92.954,1.450,1858.466
116.463,91.022,1.450,1858.554
115.910,91.022,1.450,1858.572
118.277,93.389,1.450,1858.681
118.185,93.850,1.450,1858.696
116.403,92.068,1.450,1858.778
116.743,92.703,1.450,1858.802
116.862,93.079,1.450,1858.814
118.163,94.380,1.450,1858.874
118.142,94.870,1.450,1858.890
118.101,94.870,1.450,1858.891
117.024,93.793,1.450,1858.941
117.063,94.385,1.450,1858.960
117.717,95.039,1.450,1858.990
120.142,90.929,1.450,1858.990
120.287,90.851,1.450,1858.991
121.427,90.378,1.450,1858.991
121.628,90.292,1.450,1858.993
121.826,89.997,1.450,1858.995
127.058,87.006,1.450,1858.995
127.631,87.578,1.450,1859.021
127.390,87.876,1.450,1859.033
126.860,87.347,1.450,1859.057
126.540,87.565,1.450,1859.069
127.148,88.174,1.450,1859.096
126.907,88.472,1.450,1859.108
126.207,87.772,1.450,1859.140
125.869,87.974,1.450,1859.152
126.665,88.770,1.450,1859.188
126.424,89.068,1.450,1859.200
125.517,88.160,1.450,1859.241
125.162,88.345,1.450,1859.253
126.183,89.366,1.450,1859.299
125.941,89.664,1.450,1859.311
